code,first_subject,second_subject,univers
5B073700,Химия,Физика,"['Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Карагандинский государственный технический университет (КарГТУ)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Рудненский индустриальный институт (РИИ)']"
5B130100,Биология,Химия,"['Казахский национальный медицинский университет имени С. Д. Асфендиярова (КазНМУ)', 'Медицинский университет Астана (МУА)', 'Карагандинский государственный медицинский университет (КГМУ)', 'Казахстанско-Российский медицинский университет (КРМУ)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Государственный медицинский университет г. Семей (ГМУ (СГМА))', 'Южно-Казахстанская государственная фармацевтическая академия (ЮКГФА)', 'Западно-Казахстанский государственный медицинский университет имени М. Оспанова (ЗКГМУ им. Оспанова)']"
5B110200,Биология,Химия,"['Медицинский университет Астана (МУА)', 'Карагандинский государственный медицинский университет (КГМУ)', 'Западно-Казахстанский государственный медицинский университет имени М. Оспанова (ЗКГМУ им. Оспанова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Южно-Казахстанская государственная фармацевтическая академия (ЮКГФА)', 'Казахский национальный медицинский университет имени С. Д. Асфендиярова (КазНМУ)', 'Государственный медицинский университет г. Семей (ГМУ (СГМА))']"
5B041200,Творческий экзамен,Творческий экзамен,['Университет «Туран» (Туран)']
5B051900,Математика,География,['Университет «Нархоз» (Университет Нархоз)']
5B090100,Математика,География,"['Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Карагандинский государственный технический университет (КарГТУ)', 'Казахская академия транспорта и коммуникаций имени М. Тынышпаева (КазАТК им. Тынышпаева)', 'Екибастузский инженерно-технический институт имени академика К.Сатпаева (ЭИТИ)', 'Казахская автомобильно-дорожная академия имени Л.Гончарова (КазАДИ им. Гончарова)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Академия гражданской авиации (АГА)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Казахский национальный аграрный университет (КазНАУ)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский университет путей сообщения (КУПС)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Казахский гуманитарно-юридический инновационный университет (КазГЮИУ)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)']"
5B011500,Всемирная история,География,"['Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Актюбинский университет имени С. Баишева (АУ им. Баишева)', 'Костанайский государственный педагогический институт (КГПУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Казахстанско-Американский свободный университет (KAFU (КАСУ))']"
5B080300,Биология,География,"['Казахский национальный аграрный университет (КазНАУ)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)']"
5B090800,Математика,География,"['Университет «Нархоз» (Университет Нархоз)', 'Казахский университет экономики, финансов и международной торговли (КазУЭФМТ)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Алматы Менеджмент Университет (AlmaU)', 'Казахский национальный аграрный университет (КазНАУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)']"
5B010200,Биология,География,"['Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Евразийский гуманитарный институт (ЕАГИ)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Казахский гуманитарно-юридический инновационный университет (КазГЮИУ)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Жезказганский университет имени О. А. Байконурова (ЖезУ им. Байконурова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Костанайский государственный педагогический институт (КГПУ)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Жетысуский государственный университет имени И. Жансугурова (ЖГУ им. Жансугурова)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Инновационный Евразийский университет (ИнЕУ)']"
5B010300,Биология,География,"['Павлодарский государственный педагогический институт (ПГПУ)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Евразийский гуманитарный институт (ЕАГИ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Казахский гуманитарно-юридический инновационный университет (КазГЮИУ)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Костанайский государственный педагогический институт (КГПУ)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Каспийский государственный университет технологии и инжиниринга имени Ш. Есенова (КГУТИ им. Ш. Есенова)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)']"
5B130300,Биология,Химия,['Казахский национальный медицинский университет имени С. Д. Асфендиярова (КазНМУ)']
5B020700,Иностранный язык,Всемирная история,"['Казахский университет международных отношений и мировых языков имени Абылай хана (КазУМОиМЯ им. Абылай хана)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Университет «Туран—Астана» (Туран-Астана)', 'Инновационный Евразийский университет (ИнЕУ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)']"
5B080900,Биология,Химия,"['Казахстанский инженерно-технологический университет (КазИТУ)', 'Казахский национальный аграрный университет (КазНАУ)']"
5B050200,Иностранный язык,Всемирная история,"['Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)']"
5B080800,Биология,Химия,"['Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Казахский национальный аграрный университет (КазНАУ)', 'Казахстанский инженерно-технологический университет (КазИТУ)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)']"
5B030300,Всемирная история,Человек. Общество. Право,"['Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Казахский гуманитарно-юридический инновационный университет (КазГЮИУ)', 'Евразийская юридическая академия\xa0 имени Д.Кунаева (ЕЮА им. Д. А. Кунаева (ГУТиП им. Д. А. Кунаева))']"
5B071600,Математика,Физика,"['Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Карагандинский государственный технический университет (КарГТУ)', 'Алматинский университет энергетики и связи (АУЭС)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)']"
5B073000,Математика,Физика,"['Карагандинский государственный технический университет (КарГТУ)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Международная образовательная корпорация (КАУ МОК (KAU))', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Казахская автомобильно-дорожная академия имени Л.Гончарова (КазАДИ им. Гончарова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Рудненский индустриальный институт (РИИ)']"
5B012000,Математика,Физика,"['Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Казахский национальный аграрный университет (КазНАУ)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Карагандинский государственный технический университет (КарГТУ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Костанайский государственный педагогический институт (КГПУ)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Жетысуский государственный университет имени И. Жансугурова (ЖГУ им. Жансугурова)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Екибастузский инженерно-технический институт имени академика К.Сатпаева (ЭИТИ)', 'Алматинский технологический университет (АТУ)', 'Евразийский технический университет (ЕТУ)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Таразский инновационно-гуманитарный университет (ТИГУ)']"
5B050300,Биология,География,"['Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Казахстанско-Американский свободный университет (KAFU (КАСУ))', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)']"
5B071900,Математика,Физика,"['Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Казахская академия транспорта и коммуникаций имени М. Тынышпаева (КазАТК им. Тынышпаева)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Международная образовательная корпорация (КАУ МОК (KAU))', 'Алматинский университет энергетики и связи (АУЭС)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Атырауский университет нефти и газа (АУНГ)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Казахстанский инженерно-технологический университет (КазИТУ)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Карагандинский государственный технический университет (КарГТУ)', 'Университет «Туран» (Туран)']"
5B050500,Иностранный язык,Всемирная история,"['Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский университет международных отношений и мировых языков имени Абылай хана (КазУМОиМЯ им. Абылай хана)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Алматы Менеджмент Университет (AlmaU)']"
5B040600,Творческий экзамен,Творческий экзамен,"['Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Университет «Туран» (Туран)']"
5B020600,Творческий экзамен,Творческий экзамен,"['Университет иностранных языков и деловой карьеры (УИЯиДК)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)']"
5B091200,География,Иностранный язык,"['Алматинский технологический университет (АТУ)', 'Университет «Нархоз» (Университет Нархоз)', 'Казахский университет международных отношений и мировых языков имени Абылай хана (КазУМОиМЯ им. Абылай хана)', 'Казахский университет технологии и бизнеса (КазУТБ)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Карагандинский экономический университет Казпотребсоюза (КЭУ Казпотребсоюза)', 'Университет «Туран» (Туран)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Университет международного бизнеса (УМБ (UIB))', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Казахская академия спорта и туризма (КазАСТ)', 'Алматы Менеджмент Университет (AlmaU)']"
5B011800,Русский язык,Русская литература,"['Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Костанайский государственный педагогический институт (КГПУ)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)']"
5B012200,Русский язык,Русская литература,"['Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Жетысуский государственный университет имени И. Жансугурова (ЖГУ им. Жансугурова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Таразский государственный педагогический университет (ТарГПИ)']"
5B080400,Биология,Химия,"['Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Атырауский университет нефти и газа (АУНГ)', 'Казахский национальный аграрный университет (КазНАУ)']"
5B051400,Творческий экзамен,Творческий экзамен,"['Казахский университет международных отношений и мировых языков имени Абылай хана (КазУМОиМЯ им. Абылай хана)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Алматы Менеджмент Университет (AlmaU)']"
5B110100,Биология,Химия,"['Медицинский университет Астана (МУА)', 'Казахский национальный медицинский университет имени С. Д. Асфендиярова (КазНМУ)', 'Казахстанско-Российский медицинский университет (КРМУ)', 'Южно-Казахстанская государственная фармацевтическая академия (ЮКГФА)', 'Каспийский общественный университет (Caspian University)', 'Карагандинский государственный медицинский университет (КГМУ)', 'Западно-Казахстанский государственный медицинский университет имени М. Оспанова (ЗКГМУ им. Оспанова)', 'Государственный медицинский университет г. Семей (ГМУ (СГМА))']"
5B100200,Математика,Физика,"['Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Алматинский университет энергетики и связи (АУЭС)', 'Карагандинский государственный технический университет (КарГТУ)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)']"
5B012300,Биология,География,"['Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)']"
5B090500,География,Иностранный язык,"['Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Карагандинский экономический университет Казпотребсоюза (КЭУ Казпотребсоюза)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Университет «Нархоз» (Университет Нархоз)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Казахский университет экономики, финансов и международной торговли (КазУЭФМТ)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)']"
5B050100,Математика,География,"['Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)']"
